cluster_id	cluster_size	rep	sources	members	has_DATABASE	has_PRED
80	240	PRED|XP_032803180.2	PRED	PRED|XP_032803180.2;PRED|XP_012812976.2;PRED|XP_004929696.2;PRED|XP_021315587.1;PRED|XP_061508771.1;PRED|NP_001386710.1;PRED|XP_038945640.1;PRED|XP_063127671.1;PRED|XP_059598379.1;PRED|NP_001036839.1;PRED|XP_030833096.1;PRED|NP_001386711.1;PRED|NP_001386712.1;PRED|XP_016770898.2;PRED|NP_741157.1;PRED|XP_001686933.1;PRED|XP_030832581.1;PRED|NP_059010.2;PRED|NP_001261383.1;PRED|NP_523909.2;PRED|NP_728908.1;PRED|NP_995994.1;PRED|XP_393173.2;PRED|XP_002119546.3;PRED|XP_009861033.1;PRED|XP_046453492.1;PRED|NP_062613.3;PRED|NP_001386714.1;PRED|XP_073807362.1;PRED|XP_002961670.1;PRED|XP_062816421.1;PRED|XP_061500003.1;PRED|XP_550846.4;PRED|XP_006561354.1;PRED|XP_042919316.1;PRED|XP_018670654.1;PRED|XP_018670655.1;PRED|XP_018670656.1;PRED|XP_026693738.1;PRED|XP_011436382.3;PRED|XP_046453493.1;PRED|XP_046453494.1;PRED|XP_046453495.1;PRED|XP_046453496.1;PRED|NP_066289.3;PRED|NP_001034506.1;PRED|XP_064211343.1;PRED|XP_829056.1;PRED|NP_001386715.1;PRED|NP_001386716.1;PRED|XP_040036068.1;PRED|XP_002370734.2;PRED|XP_012937488.1;PRED|XP_018670657.1;PRED|XP_018670658.1;PRED|XP_018670659.1;PRED|XP_026693739.1;PRED|XP_026693740.1;PRED|XP_046453497.1;PRED|XP_006352490.1;PRED|XP_003970845.2;PRED|NP_001006688.1;PRED|XP_026298109.1;PRED|XP_059598652.1;PRED|XP_002964737.1;PRED|XP_073807363.1;PRED|NP_001284937.1;PRED|NP_727078.1;PRED|XP_006350990.1;PRED|XP_012937811.1;PRED|NP_001071272.2;PRED|XP_636210.1;PRED|XP_006583831.1;PRED|XP_040864125.1;PRED|XP_009060913.1;PRED|XP_003608276.1;PRED|XP_003627151.1;PRED|XP_001624503.2;PRED|XP_015642957.1;PRED|XP_024389951.1;PRED|XP_031753448.1;PRED|XP_031753450.1;PRED|XP_031753453.1;PRED|NP_001316595.1;PRED|NP_001352083.1;PRED|NP_001386717.1;PRED|XP_002452705.1;PRED|XP_007900378.1;PRED|XP_008350368.3;PRED|XP_008369745.2;PRED|XP_035825587.1;PRED|XP_035825588.1;PRED|NP_849299.4;PRED|NP_849301.4;PRED|XP_011658163.2;PRED|XP_031736275.1;PRED|XP_040864126.1;PRED|XP_008358804.3;PRED|XP_008371127.3;PRED|XP_013456714.2;PRED|XP_024628163.1;PRED|XP_001624647.2;PRED|XP_015624714.1;PRED|XP_024403769.1;PRED|XP_024467550.1;PRED|XP_002973843.1;PRED|XP_006360086.1;PRED|XP_011388891.1;PRED|XP_010644404.1;PRED|XP_052822213.1;PRED|XP_010240789.3;PRED|XP_002266370.1;PRED|NP_568397.1;PRED|NP_595409.1;PRED|XP_002992907.1;PRED|XP_002994512.1;PRED|NP_001078353.4;PRED|NP_567291.4;PRED|NP_849300.4;PRED|NP_001304806.1;PRED|NP_001304809.1;PRED|XP_007894659.2;PRED|XP_012052847.1;PRED|XP_640098.1;PRED|XP_640258.1;PRED|XP_641560.1;PRED|NP_001356126.1;PRED|XP_014625305.1;PRED|XP_064424201.1;PRED|XP_064424962.1;PRED|XP_009056925.1;PRED|XP_028956023.1;PRED|XP_070675364.1;PRED|XP_013446615.1;PRED|XP_048577456.1;PRED|XP_015640221.1;PRED|XP_032799867.2;PRED|XP_002180197.1;PRED|XP_002180198.1;PRED|XP_024372383.1;PRED|XP_001350526.1;PRED|XP_002299930.1;PRED|XP_006370633.1;PRED|XP_006372946.1;PRED|XP_006380307.1;PRED|XP_052301596.1;PRED|NP_013061.1;PRED|XP_002976481.1;PRED|XP_002983549.1;PRED|XP_021304192.1;PRED|XP_021305020.1;PRED|XP_021315586.1;PRED|XP_001012381.1;PRED|XP_001015665.1;PRED|XP_007021032.1;PRED|XP_007021035.1;PRED|XP_007049060.2;PRED|XP_010644407.1;PRED|NP_001148453.1;PRED|XP_024402675.1;PRED|NP_176714.4;PRED|XP_073390444.1;PRED|XP_751791.1;PRED|NP_001031824.1;PRED|NP_001332370.1;PRED|NP_568112.2;PRED|NP_851029.1;PRED|XP_003537278.1;PRED|XP_008387613.2;PRED|XP_073396975.1;PRED|XP_002991828.1;PRED|XP_024521335.1;PRED|XP_024540684.1;PRED|NP_001118922.1;PRED|NP_001328998.1;PRED|NP_849292.1;PRED|NP_974516.4;PRED|XP_050468786.1;PRED|XP_001555417.1;PRED|XP_001828882.1;PRED|XP_001830230.1;PRED|XP_004146845.1;PRED|XP_629924.1;PRED|XP_645986.1;PRED|NP_001340917.1;PRED|XP_046785791.1;PRED|NP_001235900.2;PRED|NP_001356125.1;PRED|NP_001356129.1;PRED|XP_040861513.1;PRED|XP_040863769.1;PRED|XP_024642009.1;PRED|NP_001300913.1;PRED|NP_035794.1;PRED|XP_958803.1;PRED|XP_006372519.1;PRED|XP_006383941.1;PRED|XP_052301597.1;PRED|NP_001396021.1;PRED|NP_620250.3;PRED|XP_002456845.1;PRED|XP_021304194.1;PRED|XP_007014924.1;PRED|XP_012812977.1;PRED|XP_001018496.1;PRED|XP_001018498.1;PRED|XP_001018504.1;PRED|XP_012653679.1;PRED|XP_003570150.1;PRED|XP_003590494.2;PRED|XP_006594132.1;PRED|NP_001031585.1;PRED|NP_001118936.1;PRED|NP_567247.2;PRED|NP_567286.1;PRED|NP_849291.1;PRED|XP_719867.1;PRED|XP_637465.1;PRED|NP_001280103.1;PRED|NP_001268645.1;PRED|NP_001268646.1;PRED|NP_001268647.1;PRED|NP_001268648.1;PRED|NP_001268649.1;PRED|NP_061828.1;PRED|XP_009056931.1;PRED|XP_039683610.1;PRED|XP_024370683.1;PRED|XP_002317213.1;PRED|XP_052307995.1;PRED|XP_052307996.1;PRED|XP_002992988.1;PRED|XP_002994514.1;PRED|XP_024522433.1;PRED|XP_002438839.1;PRED|XP_012653171.1;PRED|XP_007025987.2;PRED|XP_001018499.1;PRED|XP_001018501.1;PRED|XP_001018502.1	False	True
1133	180	PRED|XP_024382010.1	PRED	PRED|XP_024382010.1;PRED|XP_020408344.1;PRED|XP_002454289.1;PRED|NP_001403817.1;PRED|XP_002982383.2;PRED|NP_001105642.2;PRED|XP_059590858.1;PRED|XP_002974898.2;PRED|XP_024518473.1;PRED|XP_024518474.1;PRED|XP_024535553.1;PRED|XP_015624731.1;PRED|XP_052311434.1;PRED|XP_024380581.1;PRED|NP_001403427.1;PRED|XP_015624166.1;PRED|XP_002961058.2;PRED|XP_002966951.2;PRED|NP_001409615.1;PRED|XP_024360245.1;PRED|XP_002968747.1;PRED|XP_002990633.1;PRED|XP_024523801.1;PRED|XP_003563572.1;PRED|XP_006358384.1;PRED|NP_001150534.2;PRED|NP_001389240.1;PRED|XP_007027012.2;PRED|XP_006341021.1;PRED|NP_172717.1;PRED|NP_181300.1;PRED|XP_003552923.2;PRED|XP_040871274.1;PRED|XP_024388287.1;PRED|XP_024392177.1;PRED|XP_002298353.1;PRED|XP_024393799.1;PRED|XP_024393822.1;PRED|XP_024393926.1;PRED|XP_024394013.1;PRED|XP_024401935.1;PRED|XP_002437295.1;PRED|XP_003544219.1;PRED|XP_040865802.1;PRED|XP_008357089.2;PRED|XP_008384848.1;PRED|XP_013460425.1;PRED|XP_013465412.1;PRED|XP_002309061.1;PRED|NP_001077599.1;PRED|NP_001292670.1;PRED|NP_001295860.1;PRED|NP_001242978.1;PRED|NP_001354275.1;PRED|XP_003616412.1;PRED|NP_001404595.1;PRED|XP_006349505.1;PRED|XP_017985150.1;PRED|NP_195846.1;PRED|NP_001236550.2;PRED|XP_003538409.1;PRED|XP_003552064.1;PRED|XP_003552173.1;PRED|XP_002312101.1;PRED|XP_002315218.3;PRED|XP_006365348.1;PRED|XP_007016396.1;PRED|XP_002266625.1;PRED|XP_002283358.1;PRED|XP_002283530.1;PRED|NP_180461.1;PRED|NP_181500.1;PRED|XP_010228562.1;PRED|XP_003519349.1;PRED|XP_003543517.1;PRED|XP_006366490.1;PRED|XP_020402360.1;PRED|XP_010229185.1;PRED|NP_001241931.2;PRED|XP_003547326.1;PRED|XP_008357118.2;PRED|XP_002300688.2;PRED|XP_002307745.1;PRED|XP_006346675.1;PRED|XP_002464570.1;PRED|NP_001332569.1;PRED|NP_192072.1;PRED|NP_200443.1;PRED|XP_003566356.1;PRED|NP_001242219.2;PRED|NP_001304345.2;PRED|XP_006581153.1;PRED|NP_001407224.1;PRED|XP_003519289.1;PRED|XP_003544930.1;PRED|XP_008369371.1;PRED|XP_013460427.1;PRED|XP_002309181.2;PRED|XP_002323665.1;PRED|XP_006370276.3;PRED|XP_024454950.1;PRED|XP_002974158.2;PRED|XP_024529372.1;PRED|NP_178409.2;PRED|XP_008361782.2;PRED|XP_008374794.2;PRED|XP_008389456.1;PRED|XP_013461515.1;PRED|XP_013461516.1;PRED|XP_024359036.1;PRED|XP_024401699.1;PRED|XP_002464573.1;PRED|NP_173446.1;PRED|NP_001267535.1;PRED|XP_006581154.3;PRED|XP_002280300.1;PRED|XP_024639442.1;PRED|XP_002312253.1;PRED|XP_002464572.1;PRED|NP_177112.1;PRED|NP_849868.1;PRED|NP_001240136.1;PRED|XP_003518007.1;PRED|XP_040871276.1;PRED|XP_008367551.2;PRED|XP_002319409.1;PRED|XP_002325925.3;PRED|XP_002966542.1;PRED|XP_007022728.2;PRED|XP_007022729.2;PRED|XP_008651162.1;PRED|NP_173999.1;PRED|XP_003527088.1;PRED|XP_028945307.2;PRED|XP_006378591.1;PRED|NP_001238053.1;PRED|XP_003523015.1;PRED|XP_003529476.1;PRED|XP_025983865.1;PRED|XP_024638848.1;PRED|NP_001407225.1;PRED|XP_024381972.1;PRED|XP_073391724.1;PRED|XP_002441263.1;PRED|XP_002284858.1;PRED|XP_013459280.1;PRED|XP_052309061.1;PRED|XP_006358751.1;PRED|XP_017976972.1;PRED|XP_010651411.1;PRED|XP_008673898.1;PRED|XP_008673899.1;PRED|NP_001407476.1;PRED|XP_002269517.1;PRED|XP_008648280.1;PRED|XP_002455446.1;PRED|XP_021313716.1;PRED|XP_021313717.1;PRED|XP_021313718.1;PRED|XP_021313719.1;PRED|XP_021313720.1;PRED|XP_021313721.1;PRED|XP_021313722.1;PRED|XP_021313723.1;PRED|XP_021313724.1;PRED|XP_021313725.1;PRED|XP_003621257.1;PRED|XP_002306037.2;PRED|XP_024444656.2;PRED|XP_024454951.1;PRED|XP_052304572.1;PRED|XP_006366709.1;PRED|XP_002968814.1;PRED|XP_059598647.1;PRED|XP_015162460.1;PRED|NP_001324717.1;PRED|NP_001319356.1;PRED|XP_024360246.1;PRED|XP_024382178.1;PRED|NP_001320974.1	False	True
3012	159	PRED|XP_011416642.2	PRED	PRED|XP_011416642.2;PRED|XP_065935656.1;PRED|XP_065935658.1;PRED|XP_065935661.1;PRED|XP_065935680.1;PRED|XP_065935681.1;PRED|XP_065935682.1;PRED|XP_046457962.1;PRED|XP_046458092.1;PRED|XP_001629148.2;PRED|XP_001238300.1;PRED|XP_061498866.1;PRED|XP_061498868.1;PRED|XP_061499159.1;PRED|XP_061499160.1;PRED|XP_061499179.1;PRED|XP_061499180.1;PRED|XP_061505825.1;PRED|XP_061505826.1;PRED|XP_061505827.1;PRED|XP_061505828.1;PRED|XP_061505829.1;PRED|XP_061505830.1;PRED|XP_061505834.1;PRED|XP_061505843.1;PRED|XP_061505845.1;PRED|XP_061505846.1;PRED|XP_061505847.1;PRED|XP_061505853.1;PRED|XP_061505854.1;PRED|XP_061505855.1;PRED|XP_061517072.1;PRED|XP_061517075.1;PRED|XP_061517076.1;PRED|XP_307082.2;PRED|XP_320334.2;PRED|NP_001153668.1;PRED|XP_062531550.1;PRED|XP_062531551.1;PRED|XP_062531811.1;PRED|XP_001120014.1;PRED|XP_001120889.1;PRED|XP_003251406.1;PRED|XP_003251626.1;PRED|XP_011416655.2;PRED|XP_034302703.2;PRED|XP_065931506.1;PRED|XP_065931514.1;PRED|XP_065931518.1;PRED|XP_065931525.1;PRED|XP_065931528.1;PRED|XP_065931536.1;PRED|XP_065931545.1;PRED|XP_065931550.1;PRED|XP_065931556.1;PRED|XP_065931563.1;PRED|XP_065931577.1;PRED|XP_065931578.1;PRED|XP_065935683.1;PRED|XP_065935684.1;PRED|XP_065935685.1;PRED|XP_065935686.1;PRED|XP_065935705.1;PRED|XP_046453006.1;PRED|XP_046457967.1;PRED|XP_046458099.1;PRED|XP_046458393.1;PRED|XP_046458469.1;PRED|XP_046458470.1;PRED|XP_046458471.1;PRED|XP_046458472.1;PRED|XP_046458503.1;PRED|XP_046458504.1;PRED|XP_046458545.1;PRED|XP_046458605.1;PRED|XP_046458606.1;PRED|XP_046458607.1;PRED|XP_046458608.1;PRED|XP_046458687.1;PRED|XP_046458688.1;PRED|XP_046458689.1;PRED|XP_046459882.1;PRED|XP_046459883.1;PRED|XP_046459884.1;PRED|XP_046459886.1;PRED|XP_046459887.1;PRED|XP_046459958.1;PRED|XP_046459959.1;PRED|XP_040025639.1;PRED|XP_006013203.1;PRED|XP_001618409.3;PRED|XP_032219191.1;PRED|XP_032238242.1;PRED|XP_032241030.1;PRED|XP_792239.1;PRED|XP_064214418.1;PRED|XP_064214462.1;PRED|XP_064214496.1;PRED|XP_064214516.1;PRED|XP_064215719.1;PRED|XP_064215724.1;PRED|XP_064215725.1;PRED|XP_064215730.1;PRED|XP_064215732.1;PRED|XP_064215756.1;PRED|XP_064215757.1;PRED|XP_009045885.1;PRED|XP_009047519.1;PRED|XP_009053072.1;PRED|XP_009057167.1;PRED|XP_009062845.1;PRED|XP_009062997.1;PRED|XP_009064880.1;PRED|XP_001617561.3;PRED|XP_001617661.1;PRED|XP_001618166.3;PRED|XP_001619031.1;PRED|XP_001619042.1;PRED|XP_001619732.1;PRED|XP_001620466.2;PRED|XP_001622883.1;PRED|XP_048575510.1;PRED|XP_048575511.1;PRED|XP_048575512.1;PRED|XP_048575513.1;PRED|XP_048575514.1;PRED|XP_048575515.1;PRED|XP_048575516.1;PRED|XP_048575517.1;PRED|XP_048575518.1;PRED|XP_048575519.1;PRED|XP_048575520.1;PRED|XP_048575521.1;PRED|XP_048575522.1;PRED|XP_048575523.1;PRED|XP_048575524.1;PRED|XP_048575525.1;PRED|XP_048575526.1;PRED|XP_048576081.1;PRED|XP_048576082.1;PRED|XP_048576086.1;PRED|XP_048576087.1;PRED|XP_048576088.1;PRED|XP_048576090.1;PRED|XP_048576095.1;PRED|XP_048576098.1;PRED|XP_048576104.1;PRED|XP_048576107.1;PRED|XP_048576110.1;PRED|XP_048576113.1;PRED|XP_048576116.1;PRED|XP_009053399.1;PRED|XP_009062996.1;PRED|XP_009067421.1;PRED|XP_008199957.3;PRED|XP_009049715.1;PRED|XP_009058900.1;PRED|XP_009062574.1;PRED|XP_009065731.1	False	True
7019	111	PRED|XP_008379577.2	PRED	PRED|XP_008379577.2;PRED|XP_052301443.1;PRED|XP_066166034.1;PRED|NP_001237984.2;PRED|XP_013465020.1;PRED|XP_017980549.1;PRED|XP_003580640.1;PRED|XP_013465011.1;PRED|XP_006357541.1;PRED|XP_013465014.1;PRED|XP_013465015.1;PRED|XP_013465016.1;PRED|XP_013465023.1;PRED|XP_024633071.1;PRED|XP_006357545.1;PRED|NP_192765.1;PRED|NP_001234946.1;PRED|NP_001236396.1;PRED|NP_001238192.1;PRED|NP_001239762.1;PRED|XP_003543361.1;PRED|XP_006594865.1;PRED|XP_008341930.1;PRED|XP_008379576.1;PRED|XP_002453343.1;PRED|XP_007021243.1;PRED|XP_017980551.1;PRED|XP_010240486.1;PRED|XP_003540435.1;PRED|XP_003540436.1;PRED|XP_003543269.1;PRED|XP_003543272.1;PRED|XP_008362244.1;PRED|XP_013455571.1;PRED|XP_013464784.1;PRED|XP_013464785.1;PRED|XP_024631521.1;PRED|XP_006371630.1;PRED|XP_006371631.2;PRED|XP_006371633.3;PRED|XP_006371637.2;PRED|XP_024439963.1;PRED|XP_052305550.1;PRED|XP_002448598.1;PRED|XP_007043471.2;PRED|XP_003580637.1;PRED|XP_003543362.1;PRED|XP_008386088.1;PRED|XP_008386089.2;PRED|XP_008386090.1;PRED|XP_006371638.2;PRED|XP_006371639.2;PRED|XP_024447066.1;PRED|XP_052305547.1;PRED|XP_052305548.1;PRED|XP_052305549.1;PRED|XP_052305551.1;PRED|XP_017980553.1;PRED|XP_017980554.1;PRED|XP_017980555.1;PRED|XP_002274859.1;PRED|XP_002274919.1;PRED|XP_002274988.1;PRED|XP_002275082.1;PRED|XP_002275274.1;PRED|XP_002275321.1;PRED|XP_002275343.1;PRED|XP_002275421.1;PRED|XP_002275551.1;PRED|XP_019078846.1;PRED|NP_001146921.1;PRED|XP_014620330.1;PRED|XP_013464786.1;PRED|XP_015637246.1;PRED|XP_025880624.2;PRED|XP_006357537.1;PRED|XP_007043469.2;PRED|XP_002275507.1;PRED|XP_003527454.1;PRED|XP_003527460.1;PRED|XP_003527463.1;PRED|XP_003527464.1;PRED|XP_003527466.1;PRED|XP_006582333.1;PRED|XP_006582335.1;PRED|XP_014632302.1;PRED|XP_025984800.1;PRED|XP_040869614.1;PRED|XP_015635673.1;PRED|XP_015637244.1;PRED|XP_066165488.1;PRED|XP_006371642.1;PRED|XP_004136809.1;PRED|XP_011658732.1;PRED|XP_006357539.1;PRED|XP_015168932.1;PRED|XP_013465013.1;PRED|XP_013465017.1;PRED|NP_849355.1;PRED|XP_010233840.1;PRED|XP_006357542.1;PRED|XP_006357544.1;PRED|XP_006357546.1;PRED|XP_004136807.1;PRED|XP_004136808.1;PRED|XP_006357540.1;PRED|XP_002448597.1;PRED|XP_002448599.1;PRED|XP_002448600.1;PRED|NP_001339944.1;PRED|XP_007043468.1	False	True
526	57	PRED|XP_393727.2	PRED	PRED|XP_393727.2;PRED|XP_014787085.1;PRED|XP_011600687.1;PRED|XP_017208791.2;PRED|NP_001290343.1;PRED|NP_001373751.1;PRED|XP_021329148.2;PRED|XP_021329154.1;PRED|XP_073792922.1;PRED|NP_001298111.2;PRED|NP_001356704.1;PRED|NP_071329.3;PRED|NP_036447.1;PRED|XP_040022266.1;PRED|XP_003227624.1;PRED|NP_990716.2;PRED|XP_040517598.1;PRED|XP_040517599.1;PRED|XP_040517603.1;PRED|XP_003227623.1;PRED|NP_571783.2;PRED|NP_002761.1;PRED|NP_001096130.1;PRED|NP_076196.1;PRED|NP_775150.1;PRED|NP_775423.1;PRED|XP_038963094.1;PRED|NP_001003405.1;PRED|NP_001034085.1;PRED|NP_033456.1;PRED|NP_035776.1;PRED|NP_001102096.1;PRED|NP_036861.1;PRED|XP_017448472.2;PRED|XP_011603869.2;PRED|XP_029695249.1;PRED|XP_029695250.1;PRED|XP_002128766.1;PRED|XP_002129039.1;PRED|NP_001034086.1;PRED|NP_001015792.1;PRED|XP_003969348.2;PRED|NP_001011199.1;PRED|NP_001011202.1;PRED|XP_004919987.1;PRED|XP_012810073.2;PRED|XP_012810074.1;PRED|XP_017945758.1;PRED|XP_017945762.1;PRED|XP_031760892.1;PRED|XP_031761514.1;PRED|XP_031761515.1;PRED|XP_031761516.1;PRED|XP_031761517.1;PRED|XP_040045358.1;PRED|XP_064425449.1;PRED|XP_009067356.1	False	True
9104	52	PRED|XP_004141043.2	PRED	PRED|XP_004141043.2;PRED|XP_644488.1;PRED|XP_644762.1;PRED|XP_001684657.1;PRED|XP_001684658.1;PRED|XP_001684659.1;PRED|XP_845331.1;PRED|XP_845332.1;PRED|NP_194668.1;PRED|NP_200478.1;PRED|NP_565458.1;PRED|XP_003564241.1;PRED|XP_003570358.1;PRED|XP_001701464.1;PRED|XP_004135684.1;PRED|XP_003517420.1;PRED|XP_003525848.1;PRED|XP_003538817.1;PRED|XP_040867141.1;PRED|XP_008352418.1;PRED|XP_008354614.1;PRED|XP_008375203.1;PRED|XP_008380830.1;PRED|XP_008381137.1;PRED|XP_008391295.1;PRED|XP_028950975.1;PRED|XP_003608708.1;PRED|XP_003611308.1;PRED|XP_015623731.1;PRED|XP_015644441.1;PRED|XP_024381487.1;PRED|XP_024381488.1;PRED|XP_024399828.1;PRED|XP_024401584.1;PRED|XP_024403017.1;PRED|XP_002318077.1;PRED|XP_002322202.1;PRED|XP_024440441.1;PRED|XP_002960979.1;PRED|XP_002967031.1;PRED|XP_002967592.2;PRED|XP_002981753.2;PRED|XP_006352915.1;PRED|XP_006353513.1;PRED|XP_002436569.1;PRED|XP_002454730.1;PRED|XP_007012933.1;PRED|XP_007024390.1;PRED|NP_001150550.1;PRED|NP_001232823.1;PRED|NP_001356196.1;PRED|XP_020395077.1	False	True
4412	50	PRED|XP_014621944.1	PRED	PRED|XP_014621944.1;PRED|XP_014621945.1;PRED|XP_014621946.1;PRED|XP_025981022.1;PRED|XP_025981023.1;PRED|XP_025981024.1;PRED|XP_025981025.1;PRED|NP_001235439.2;PRED|XP_014621947.1;PRED|XP_025981026.1;PRED|XP_025981027.1;PRED|XP_025981028.1;PRED|XP_025981029.1;PRED|XP_025981030.1;PRED|XP_025981031.1;PRED|XP_025981032.1;PRED|XP_025981033.1;PRED|XP_025981034.1;PRED|XP_025981035.1;PRED|XP_025981036.1;PRED|XP_014621948.1;PRED|XP_025981037.1;PRED|XP_025981038.1;PRED|XP_025981039.1;PRED|XP_025981040.1;PRED|XP_025981041.1;PRED|XP_025981042.1;PRED|XP_025981043.1;PRED|XP_025981044.1;PRED|XP_025981045.1;PRED|XP_025981046.1;PRED|XP_025981047.1;PRED|XP_025981048.1;PRED|XP_025981049.1;PRED|XP_014621949.1;PRED|XP_025981050.1;PRED|XP_025981051.1;PRED|XP_025981052.1;PRED|XP_025981053.1;PRED|XP_025981054.1;PRED|XP_025981055.1;PRED|XP_040864690.1;PRED|XP_014621950.1;PRED|XP_014621951.1;PRED|XP_014621953.1;PRED|XP_014621954.1;PRED|XP_014621956.1;PRED|XP_014621957.1;PRED|XP_025981056.1;PRED|XP_014621960.1	False	True
2346	48	PRED|XP_006520324.1	PRED	PRED|XP_006520324.1;PRED|XP_008109471.1;PRED|XP_075926818.1;PRED|XP_075926819.1;PRED|XP_075926820.1;PRED|XP_075926821.1;PRED|XP_075926822.1;PRED|XP_075926823.1;PRED|XP_075926824.1;PRED|XP_075926825.1;PRED|XP_075926826.1;PRED|XP_075926827.1;PRED|XP_075926828.1;PRED|XP_075926829.1;PRED|XP_075926830.1;PRED|XP_075926831.1;PRED|XP_075926832.1;PRED|XP_075926833.1;PRED|XP_075926834.1;PRED|XP_075926835.1;PRED|XP_075926836.1;PRED|XP_062838314.1;PRED|XP_075926837.1;PRED|XP_008109472.2;PRED|NP_001417298.1;PRED|XP_001343927.3;PRED|XP_005168593.1;PRED|XP_040515218.1;PRED|NP_001076436.1;PRED|NP_001239239.1;PRED|NP_001178920.1;PRED|XP_005168594.1;PRED|XP_007889178.1;PRED|XP_007889179.1;PRED|XP_029681412.1;PRED|XP_012813881.1;PRED|XP_003221386.1;PRED|XP_073799374.1;PRED|XP_040515219.1;PRED|XP_040019657.1;PRED|NP_056196.2;PRED|NP_598857.1;PRED|XP_017450549.1;PRED|XP_029681413.1;PRED|NP_001096369.1;PRED|XP_073766186.1;PRED|XP_032836028.1;PRED|XP_068073648.1	False	True
3823	44	PRED|XP_014775991.1	PRED	PRED|XP_014775991.1;PRED|XP_001122218.1;PRED|XP_042202156.1;PRED|XP_014768845.1;PRED|XP_014778570.1;PRED|XP_014778571.1;PRED|NP_501202.1;PRED|NP_502132.1;PRED|NP_502140.1;PRED|NP_502149.1;PRED|NP_505197.1;PRED|NP_505278.2;PRED|NP_505279.2;PRED|NP_505294.1;PRED|NP_505295.1;PRED|NP_505464.1;PRED|NP_507031.2;PRED|XP_014770392.1;PRED|XP_014788391.1;PRED|XP_011667593.1;PRED|NP_496888.1;PRED|NP_496892.1;PRED|NP_496897.1;PRED|NP_501403.1;PRED|NP_501409.1;PRED|XP_002130647.1;PRED|XP_001623232.2;PRED|XP_014770953.1;PRED|XP_030836142.1;PRED|XP_030836988.1;PRED|XP_030837781.1;PRED|XP_030843321.1;PRED|XP_011609510.1;PRED|XP_005537305.1;PRED|XP_005537314.1;PRED|XP_001626726.2;PRED|XP_001638343.1;PRED|NP_001002724.1;PRED|XP_006007163.1;PRED|XP_040027520.1;PRED|XP_003975305.1;PRED|XP_052827062.1;PRED|XP_052833641.1;PRED|NP_505201.3	False	True
3375	40	PRED|XP_003218011.1	PRED	PRED|XP_003218011.1;PRED|XP_006251449.1;PRED|XP_002180358.1;PRED|XP_001832380.1;PRED|XP_001021342.1;PRED|XP_001070681.6;PRED|XP_001619044.1;PRED|XP_001619730.1;PRED|XP_001619864.1;PRED|XP_001620465.1;PRED|XP_032224810.1;PRED|XP_048575490.1;PRED|XP_048575491.1;PRED|XP_048575492.1;PRED|XP_048575493.1;PRED|XP_048575494.1;PRED|XP_048575495.1;PRED|XP_048575496.1;PRED|XP_048575497.1;PRED|XP_048575498.1;PRED|XP_048575499.1;PRED|XP_048575500.1;PRED|XP_048575501.1;PRED|XP_048575502.1;PRED|XP_048575503.1;PRED|XP_048575504.1;PRED|XP_048575505.1;PRED|XP_048575506.1;PRED|XP_048575507.1;PRED|XP_048575508.1;PRED|XP_048575509.1;PRED|XP_048576089.1;PRED|XP_048576092.1;PRED|XP_048576094.1;PRED|XP_048576097.1;PRED|XP_048576103.1;PRED|XP_048576106.1;PRED|XP_048576109.1;PRED|XP_048576112.1;PRED|XP_048576115.1	False	True
